"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+2.43150000000E+009, -6.59780338030E+000, +0.00000000000E+000
+2.43200000000E+009, -6.59863168766E+000, +0.00000000000E+000
+2.43250000000E+009, -6.59604729616E+000, +0.00000000000E+000
+2.43300000000E+009, -6.59334648203E+000, +0.00000000000E+000
+2.43350000000E+009, -6.60678895284E+000, +0.00000000000E+000
+2.43400000000E+009, -6.60948712305E+000, +0.00000000000E+000
+2.43450000000E+009, -6.61594473310E+000, +0.00000000000E+000
+2.43500000000E+009, -6.61472606140E+000, +0.00000000000E+000
+2.43550000000E+009, -6.60248802614E+000, +0.00000000000E+000
+2.43600000000E+009, -6.60967215317E+000, +0.00000000000E+000
+2.43650000000E+009, -6.60836895187E+000, +0.00000000000E+000
+2.43700000000E+009, -6.61224691310E+000, +0.00000000000E+000
+2.43750000000E+009, -6.61410244552E+000, +0.00000000000E+000
+2.43800000000E+009, -6.59537519959E+000, +0.00000000000E+000
+2.43850000000E+009, -6.61402067345E+000, +0.00000000000E+000
+2.43900000000E+009, -6.60132861513E+000, +0.00000000000E+000
+2.43950000000E+009, -6.61769215565E+000, +0.00000000000E+000
+2.44000000000E+009, -6.62438802659E+000, +0.00000000000E+000
+2.44050000000E+009, -6.62298966762E+000, +0.00000000000E+000
+2.44100000000E+009, -6.61444956020E+000, +0.00000000000E+000
+2.44150000000E+009, -6.62172132666E+000, +0.00000000000E+000
+2.44200000000E+009, -6.62271548211E+000, +0.00000000000E+000
+2.44250000000E+009, -6.63054803569E+000, +0.00000000000E+000
+2.44300000000E+009, -6.62596113766E+000, +0.00000000000E+000
+2.44350000000E+009, -6.61524284904E+000, +0.00000000000E+000
+2.44400000000E+009, -6.62480823797E+000, +0.00000000000E+000
+2.44450000000E+009, -6.63791422534E+000, +0.00000000000E+000
+2.44500000000E+009, -6.62618096756E+000, +0.00000000000E+000
+2.44550000000E+009, -6.61427501856E+000, +0.00000000000E+000
+2.44600000000E+009, -6.62412107718E+000, +0.00000000000E+000
+2.44650000000E+009, -6.62488734495E+000, +0.00000000000E+000
+2.44700000000E+009, -6.62953875806E+000, +0.00000000000E+000
+2.44750000000E+009, -6.62443016005E+000, +0.00000000000E+000
+2.44800000000E+009, -6.62936747298E+000, +0.00000000000E+000
+2.44850000000E+009, -6.62202715546E+000, +0.00000000000E+000
+2.44900000000E+009, -6.63065997579E+000, +0.00000000000E+000
+2.44950000000E+009, -6.63056781220E+000, +0.00000000000E+000
+2.45000000000E+009, -6.62495971347E+000, +0.00000000000E+000
+2.45050000000E+009, -6.62438295654E+000, +0.00000000000E+000
+2.45100000000E+009, -6.61249899881E+000, +0.00000000000E+000
+2.45150000000E+009, -6.61579238607E+000, +0.00000000000E+000
+2.45200000000E+009, -6.61875300453E+000, +0.00000000000E+000
+2.45250000000E+009, -6.61443853407E+000, +0.00000000000E+000
+2.45300000000E+009, -6.61908538143E+000, +0.00000000000E+000
+2.45350000000E+009, -6.62861764216E+000, +0.00000000000E+000
+2.45400000000E+009, -6.62025994997E+000, +0.00000000000E+000
+2.45450000000E+009, -6.61634248480E+000, +0.00000000000E+000
+2.45500000000E+009, -6.60681553631E+000, +0.00000000000E+000
+2.45550000000E+009, -6.62874388711E+000, +0.00000000000E+000
+2.45600000000E+009, -6.61245439858E+000, +0.00000000000E+000
+2.45650000000E+009, -6.61211362732E+000, +0.00000000000E+000
+2.45700000000E+009, -6.59969499302E+000, +0.00000000000E+000
+2.45750000000E+009, -6.61927148301E+000, +0.00000000000E+000
+2.45800000000E+009, -6.60794857266E+000, +0.00000000000E+000
+2.45850000000E+009, -6.61268738070E+000, +0.00000000000E+000
+2.45900000000E+009, -6.61018310798E+000, +0.00000000000E+000
+2.45950000000E+009, -6.61198250218E+000, +0.00000000000E+000
+2.46000000000E+009, -6.59720504571E+000, +0.00000000000E+000
+2.46050000000E+009, -6.59546868269E+000, +0.00000000000E+000
+2.46100000000E+009, -6.59208209673E+000, +0.00000000000E+000
+2.46150000000E+009, -6.59467578056E+000, +0.00000000000E+000
+2.46200000000E+009, -6.59344236421E+000, +0.00000000000E+000
+2.46250000000E+009, -6.57731553950E+000, +0.00000000000E+000
+2.46300000000E+009, -6.57830305297E+000, +0.00000000000E+000
+2.46350000000E+009, -6.57339521222E+000, +0.00000000000E+000
+2.46400000000E+009, -6.57266966546E+000, +0.00000000000E+000
+2.46450000000E+009, -6.57809033387E+000, +0.00000000000E+000
+2.46500000000E+009, -6.56797520652E+000, +0.00000000000E+000
+2.46550000000E+009, -6.57719925156E+000, +0.00000000000E+000
+2.46600000000E+009, -6.55215600726E+000, +0.00000000000E+000
+2.46650000000E+009, -6.56346648464E+000, +0.00000000000E+000
+2.46700000000E+009, -6.57043947327E+000, +0.00000000000E+000
+2.46750000000E+009, -6.54054558417E+000, +0.00000000000E+000
+2.46800000000E+009, -6.54789841102E+000, +0.00000000000E+000
+2.46850000000E+009, -6.54775403897E+000, +0.00000000000E+000
+2.46900000000E+009, -6.53838337351E+000, +0.00000000000E+000
+2.46950000000E+009, -6.53018276139E+000, +0.00000000000E+000
+2.47000000000E+009, -6.52630889178E+000, +0.00000000000E+000
+2.47050000000E+009, -6.53337508553E+000, +0.00000000000E+000
+2.47100000000E+009, -6.52845452377E+000, +0.00000000000E+000
+2.47150000000E+009, -6.50969806090E+000, +0.00000000000E+000
+2.47200000000E+009, -6.51102825405E+000, +0.00000000000E+000
+2.47250000000E+009, -6.51610747067E+000, +0.00000000000E+000
+2.47300000000E+009, -6.49354489277E+000, +0.00000000000E+000
+2.47350000000E+009, -6.49672194801E+000, +0.00000000000E+000
+2.47400000000E+009, -6.49953771346E+000, +0.00000000000E+000
+2.47450000000E+009, -6.48728867001E+000, +0.00000000000E+000
+2.47500000000E+009, -6.50163276720E+000, +0.00000000000E+000
+2.47550000000E+009, -6.48752922271E+000, +0.00000000000E+000
+2.47600000000E+009, -6.47869932444E+000, +0.00000000000E+000
+2.47650000000E+009, -6.47770514599E+000, +0.00000000000E+000
+2.47700000000E+009, -6.47824735866E+000, +0.00000000000E+000
+2.47750000000E+009, -6.47084240265E+000, +0.00000000000E+000
+2.47800000000E+009, -6.46093717723E+000, +0.00000000000E+000
+2.47850000000E+009, -6.45895254158E+000, +0.00000000000E+000
+2.47900000000E+009, -6.46186550368E+000, +0.00000000000E+000
+2.47950000000E+009, -6.44991229055E+000, +0.00000000000E+000
+2.48000000000E+009, -6.44496689615E+000, +0.00000000000E+000
+2.48050000000E+009, -6.43098254809E+000, +0.00000000000E+000
+2.48100000000E+009, -6.42586004245E+000, +0.00000000000E+000
+2.48150000000E+009, -6.43928921511E+000, +0.00000000000E+000
+2.48200000000E+009, -6.42760505950E+000, +0.00000000000E+000
+2.48250000000E+009, -6.41482234711E+000, +0.00000000000E+000
+2.48300000000E+009, -6.43592132016E+000, +0.00000000000E+000
+2.48350000000E+009, -6.41336295742E+000, +0.00000000000E+000
+2.48400000000E+009, -6.42943828778E+000, +0.00000000000E+000
+2.48450000000E+009, -6.41211860219E+000, +0.00000000000E+000
+2.48500000000E+009, -6.40646996576E+000, +0.00000000000E+000
+2.48550000000E+009, -6.42405951091E+000, +0.00000000000E+000
+2.48600000000E+009, -6.41956898457E+000, +0.00000000000E+000
+2.48650000000E+009, -6.40898072101E+000, +0.00000000000E+000
+2.48700000000E+009, -6.41525266966E+000, +0.00000000000E+000
+2.48750000000E+009, -6.40975833197E+000, +0.00000000000E+000
+2.48800000000E+009, -6.39307020945E+000, +0.00000000000E+000
+2.48850000000E+009, -6.41056430519E+000, +0.00000000000E+000
+2.48900000000E+009, -6.40586436502E+000, +0.00000000000E+000
+2.48950000000E+009, -6.41908884061E+000, +0.00000000000E+000
+2.49000000000E+009, -6.41849241649E+000, +0.00000000000E+000
