"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+2.43100000000E+009, -6.53152389300E+000, +0.00000000000E+000
+2.43150000000E+009, -6.52543051707E+000, +0.00000000000E+000
+2.43200000000E+009, -6.52484323988E+000, +0.00000000000E+000
+2.43250000000E+009, -6.52311810989E+000, +0.00000000000E+000
+2.43300000000E+009, -6.53974637394E+000, +0.00000000000E+000
+2.43350000000E+009, -6.52129731484E+000, +0.00000000000E+000
+2.43400000000E+009, -6.53402355104E+000, +0.00000000000E+000
+2.43450000000E+009, -6.53522603907E+000, +0.00000000000E+000
+2.43500000000E+009, -6.53100284204E+000, +0.00000000000E+000
+2.43550000000E+009, -6.53738351467E+000, +0.00000000000E+000
+2.43600000000E+009, -6.53447812819E+000, +0.00000000000E+000
+2.43650000000E+009, -6.53923204779E+000, +0.00000000000E+000
+2.43700000000E+009, -6.54923132029E+000, +0.00000000000E+000
+2.43750000000E+009, -6.55799214845E+000, +0.00000000000E+000
+2.43800000000E+009, -6.54756222506E+000, +0.00000000000E+000
+2.43850000000E+009, -6.53953860312E+000, +0.00000000000E+000
+2.43900000000E+009, -6.53920222022E+000, +0.00000000000E+000
+2.43950000000E+009, -6.55004622874E+000, +0.00000000000E+000
+2.44000000000E+009, -6.56280671842E+000, +0.00000000000E+000
+2.44050000000E+009, -6.55132220519E+000, +0.00000000000E+000
+2.44100000000E+009, -6.55292515199E+000, +0.00000000000E+000
+2.44150000000E+009, -6.56024284461E+000, +0.00000000000E+000
+2.44200000000E+009, -6.54108565115E+000, +0.00000000000E+000
+2.44250000000E+009, -6.56903517652E+000, +0.00000000000E+000
+2.44300000000E+009, -6.56247211296E+000, +0.00000000000E+000
+2.44350000000E+009, -6.55717536964E+000, +0.00000000000E+000
+2.44400000000E+009, -6.57700249200E+000, +0.00000000000E+000
+2.44450000000E+009, -6.57967109261E+000, +0.00000000000E+000
+2.44500000000E+009, -6.57957679933E+000, +0.00000000000E+000
+2.44550000000E+009, -6.54828501238E+000, +0.00000000000E+000
+2.44600000000E+009, -6.55253442759E+000, +0.00000000000E+000
+2.44650000000E+009, -6.56431000216E+000, +0.00000000000E+000
+2.44700000000E+009, -6.56866562530E+000, +0.00000000000E+000
+2.44750000000E+009, -6.57595261432E+000, +0.00000000000E+000
+2.44800000000E+009, -6.57048399593E+000, +0.00000000000E+000
+2.44850000000E+009, -6.57040593550E+000, +0.00000000000E+000
+2.44900000000E+009, -6.56729654079E+000, +0.00000000000E+000
+2.44950000000E+009, -6.56027630659E+000, +0.00000000000E+000
+2.45000000000E+009, -6.58049446696E+000, +0.00000000000E+000
+2.45050000000E+009, -6.57117281001E+000, +0.00000000000E+000
+2.45100000000E+009, -6.56166900903E+000, +0.00000000000E+000
+2.45150000000E+009, -6.56040833955E+000, +0.00000000000E+000
+2.45200000000E+009, -6.58049885833E+000, +0.00000000000E+000
+2.45250000000E+009, -6.56450043507E+000, +0.00000000000E+000
+2.45300000000E+009, -6.56960952323E+000, +0.00000000000E+000
+2.45350000000E+009, -6.56507987986E+000, +0.00000000000E+000
+2.45400000000E+009, -6.56150257414E+000, +0.00000000000E+000
+2.45450000000E+009, -6.57454310020E+000, +0.00000000000E+000
+2.45500000000E+009, -6.55345352507E+000, +0.00000000000E+000
+2.45550000000E+009, -6.57306729152E+000, +0.00000000000E+000
+2.45600000000E+009, -6.56346079158E+000, +0.00000000000E+000
+2.45650000000E+009, -6.56107467702E+000, +0.00000000000E+000
+2.45700000000E+009, -6.55807566656E+000, +0.00000000000E+000
+2.45750000000E+009, -6.56378644440E+000, +0.00000000000E+000
+2.45800000000E+009, -6.55256712093E+000, +0.00000000000E+000
+2.45850000000E+009, -6.56174078254E+000, +0.00000000000E+000
+2.45900000000E+009, -6.56487176179E+000, +0.00000000000E+000
+2.45950000000E+009, -6.56827131906E+000, +0.00000000000E+000
+2.46000000000E+009, -6.55109461563E+000, +0.00000000000E+000
+2.46050000000E+009, -6.54251737758E+000, +0.00000000000E+000
+2.46100000000E+009, -6.53982117547E+000, +0.00000000000E+000
+2.46150000000E+009, -6.54520187801E+000, +0.00000000000E+000
+2.46200000000E+009, -6.53752122507E+000, +0.00000000000E+000
+2.46250000000E+009, -6.52483109650E+000, +0.00000000000E+000
+2.46300000000E+009, -6.52556961889E+000, +0.00000000000E+000
+2.46350000000E+009, -6.52047200163E+000, +0.00000000000E+000
+2.46400000000E+009, -6.52279731496E+000, +0.00000000000E+000
+2.46450000000E+009, -6.52630927111E+000, +0.00000000000E+000
+2.46500000000E+009, -6.52027813775E+000, +0.00000000000E+000
+2.46550000000E+009, -6.52173623516E+000, +0.00000000000E+000
+2.46600000000E+009, -6.50116969579E+000, +0.00000000000E+000
+2.46650000000E+009, -6.50908997344E+000, +0.00000000000E+000
+2.46700000000E+009, -6.51433219706E+000, +0.00000000000E+000
+2.46750000000E+009, -6.50650085257E+000, +0.00000000000E+000
+2.46800000000E+009, -6.49271823431E+000, +0.00000000000E+000
+2.46850000000E+009, -6.49926387944E+000, +0.00000000000E+000
+2.46900000000E+009, -6.48367296177E+000, +0.00000000000E+000
+2.46950000000E+009, -6.48016760770E+000, +0.00000000000E+000
+2.47000000000E+009, -6.47985998458E+000, +0.00000000000E+000
+2.47050000000E+009, -6.47988702491E+000, +0.00000000000E+000
+2.47100000000E+009, -6.46989557319E+000, +0.00000000000E+000
+2.47150000000E+009, -6.46009774906E+000, +0.00000000000E+000
+2.47200000000E+009, -6.46361548164E+000, +0.00000000000E+000
+2.47250000000E+009, -6.46306773632E+000, +0.00000000000E+000
+2.47300000000E+009, -6.46274032650E+000, +0.00000000000E+000
+2.47350000000E+009, -6.44075137086E+000, +0.00000000000E+000
+2.47400000000E+009, -6.43783432248E+000, +0.00000000000E+000
+2.47450000000E+009, -6.43368330795E+000, +0.00000000000E+000
+2.47500000000E+009, -6.43284919696E+000, +0.00000000000E+000
+2.47550000000E+009, -6.42772310402E+000, +0.00000000000E+000
+2.47600000000E+009, -6.43564351399E+000, +0.00000000000E+000
+2.47650000000E+009, -6.41530664159E+000, +0.00000000000E+000
+2.47700000000E+009, -6.40492925638E+000, +0.00000000000E+000
+2.47750000000E+009, -6.42494060385E+000, +0.00000000000E+000
+2.47800000000E+009, -6.40814076348E+000, +0.00000000000E+000
+2.47850000000E+009, -6.42025389379E+000, +0.00000000000E+000
+2.47900000000E+009, -6.41003905152E+000, +0.00000000000E+000
+2.47950000000E+009, -6.39810258232E+000, +0.00000000000E+000
+2.48000000000E+009, -6.39573833782E+000, +0.00000000000E+000
+2.48050000000E+009, -6.39410759102E+000, +0.00000000000E+000
+2.48100000000E+009, -6.37491393492E+000, +0.00000000000E+000
+2.48150000000E+009, -6.39194929204E+000, +0.00000000000E+000
+2.48200000000E+009, -6.37342631477E+000, +0.00000000000E+000
+2.48250000000E+009, -6.37149077910E+000, +0.00000000000E+000
+2.48300000000E+009, -6.39129914689E+000, +0.00000000000E+000
+2.48350000000E+009, -6.38179100414E+000, +0.00000000000E+000
+2.48400000000E+009, -6.37627509496E+000, +0.00000000000E+000
+2.48450000000E+009, -6.36187815614E+000, +0.00000000000E+000
+2.48500000000E+009, -6.37563685103E+000, +0.00000000000E+000
+2.48550000000E+009, -6.37795332135E+000, +0.00000000000E+000
+2.48600000000E+009, -6.37300104554E+000, +0.00000000000E+000
+2.48650000000E+009, -6.35246985719E+000, +0.00000000000E+000
+2.48700000000E+009, -6.36145719568E+000, +0.00000000000E+000
+2.48750000000E+009, -6.35234718397E+000, +0.00000000000E+000
+2.48800000000E+009, -6.34544758846E+000, +0.00000000000E+000
+2.48850000000E+009, -6.36717196157E+000, +0.00000000000E+000
+2.48900000000E+009, -6.37209535740E+000, +0.00000000000E+000
+2.48950000000E+009, -6.35795530444E+000, +0.00000000000E+000
+2.49000000000E+009, -6.35493435536E+000, +0.00000000000E+000
