Freq.	Vn00    Phase
1.86505334873281e+009	-1.57226615711813e+002	-1.09803383766307e+002
1.86548284258207e+009	-1.57173262375851e+002	-1.09820605651688e+002
1.86591243533732e+009	-1.57119865408654e+002	-1.09837856885243e+002
1.86634212702135e+009	-1.57066424733521e+002	-1.09855137542722e+002
1.86677191765693e+009	-1.57012940273556e+002	-1.09872447700139e+002
1.86720180726687e+009	-1.56959411951662e+002	-1.09889787433770e+002
1.86763179587394e+009	-1.56905839690545e+002	-1.09907156820153e+002
1.86806188350094e+009	-1.56852223412710e+002	-1.09924555936091e+002
1.86849207017069e+009	-1.56798563040463e+002	-1.09941984858656e+002
1.86892235590598e+009	-1.56744858495905e+002	-1.09959443665182e+002
1.86935274072962e+009	-1.56691109700941e+002	-1.09976932433276e+002
1.86978322466445e+009	-1.56637316577267e+002	-1.09994451240811e+002
1.87021380773328e+009	-1.56583479046381e+002	-1.10012000165932e+002
1.87064448995894e+009	-1.56529597029574e+002	-1.10029579287055e+002
1.87107527136427e+009	-1.56475670447934e+002	-1.10047188682870e+002
1.87150615197210e+009	-1.56421699222341e+002	-1.10064828432340e+002
1.87193713180528e+009	-1.56367683273473e+002	-1.10082498614704e+002
1.87236821088666e+009	-1.56313622521796e+002	-1.10100199309476e+002
1.87279938923910e+009	-1.56259516887573e+002	-1.10117930596450e+002
1.87323066688545e+009	-1.56205366290856e+002	-1.10135692555697e+002
1.87366204384858e+009	-1.56151170651490e+002	-1.10153485267570e+002
1.87409352015137e+009	-1.56096929889108e+002	-1.10171308812700e+002
1.87452509581668e+009	-1.56042643923134e+002	-1.10189163272004e+002
1.87495677086741e+009	-1.55988312672780e+002	-1.10207048726681e+002
1.87538854532643e+009	-1.55933936057047e+002	-1.10224965258216e+002
1.87582041921665e+009	-1.55879513994723e+002	-1.10242912948380e+002
1.87625239256095e+009	-1.55825046404381e+002	-1.10260891879231e+002
1.87668446538224e+009	-1.55770533204383e+002	-1.10278902133116e+002
1.87711663770343e+009	-1.55715974312873e+002	-1.10296943792673e+002
1.87754890954744e+009	-1.55661369647780e+002	-1.10315016940831e+002
1.87798128093717e+009	-1.55606719126819e+002	-1.10333121660810e+002
1.87841375189556e+009	-1.55552022667484e+002	-1.10351258036127e+002
1.87884632244553e+009	-1.55497280187054e+002	-1.10369426150591e+002
1.87927899261003e+009	-1.55442491602588e+002	-1.10387626088311e+002
1.87971176241197e+009	-1.55387656830925e+002	-1.10405857933691e+002
1.88014463187433e+009	-1.55332775788685e+002	-1.10424121771435e+002
1.88057760102003e+009	-1.55277848392265e+002	-1.10442417686549e+002
1.88101066987204e+009	-1.55222874557844e+002	-1.10460745764339e+002
1.88144383845333e+009	-1.55167854201373e+002	-1.10479106090416e+002
1.88187710678684e+009	-1.55112787238583e+002	-1.10497498750692e+002
1.88231047489557e+009	-1.55057673584981e+002	-1.10515923831390e+002
1.88274394280248e+009	-1.55002513155848e+002	-1.10534381419037e+002
1.88317751053056e+009	-1.54947305866239e+002	-1.10552871600468e+002
1.88361117810279e+009	-1.54892051630983e+002	-1.10571394462832e+002
1.88404494554216e+009	-1.54836750364680e+002	-1.10589950093584e+002
1.88447881287168e+009	-1.54781401981704e+002	-1.10608538580496e+002
1.88491278011434e+009	-1.54726006396200e+002	-1.10627160011653e+002
1.88534684729317e+009	-1.54670563522080e+002	-1.10645814475455e+002
1.88578101443116e+009	-1.54615073273029e+002	-1.10664502060620e+002
1.88621528155134e+009	-1.54559535562498e+002	-1.10683222856183e+002
1.88664964867673e+009	-1.54503950303707e+002	-1.10701976951500e+002
1.88708411583036e+009	-1.54448317409643e+002	-1.10720764436249e+002
1.88751868303527e+009	-1.54392636793057e+002	-1.10739585400430e+002
1.88795335031450e+009	-1.54336908366468e+002	-1.10758439934366e+002
1.88838811769110e+009	-1.54281132042158e+002	-1.10777328128707e+002
1.88882298518810e+009	-1.54225307732170e+002	-1.10796250074431e+002
1.88925795282858e+009	-1.54169435348315e+002	-1.10815205862843e+002
1.88969302063559e+009	-1.54113514802161e+002	-1.10834195585579e+002
1.89012818863220e+009	-1.54057546005038e+002	-1.10853219334607e+002
1.89056345684148e+009	-1.54001528868039e+002	-1.10872277202226e+002
1.89099882528651e+009	-1.53945463302012e+002	-1.10891369281072e+002
1.89143429399037e+009	-1.53889349217565e+002	-1.10910495664117e+002
1.89186986297615e+009	-1.53833186525065e+002	-1.10929656444669e+002
1.89230553226695e+009	-1.53776975134633e+002	-1.10948851716376e+002
1.89274130188585e+009	-1.53720714956147e+002	-1.10968081573228e+002
1.89317717185597e+009	-1.53664405899240e+002	-1.10987346109556e+002
1.89361314220042e+009	-1.53608047873298e+002	-1.11006645420034e+002
1.89404921294230e+009	-1.53551640787461e+002	-1.11025979599685e+002
1.89448538410475e+009	-1.53495184550620e+002	-1.11045348743874e+002
1.89492165571088e+009	-1.53438679071417e+002	-1.11064752948319e+002
1.89535802778382e+009	-1.53382124258247e+002	-1.11084192309086e+002
1.89579450034672e+009	-1.53325520019252e+002	-1.11103666922593e+002
1.89623107342271e+009	-1.53268866262322e+002	-1.11123176885612e+002
1.89666774703495e+009	-1.53212162895095e+002	-1.11142722295270e+002
1.89710452120657e+009	-1.53155409824958e+002	-1.11162303249049e+002
1.89754139596074e+009	-1.53098606959041e+002	-1.11181919844793e+002
1.89797837132063e+009	-1.53041754204218e+002	-1.11201572180701e+002
1.89841544730939e+009	-1.52984851467111e+002	-1.11221260355338e+002
1.89885262395021e+009	-1.52927898654080e+002	-1.11240984467631e+002
1.89928990126626e+009	-1.52870895671231e+002	-1.11260744616870e+002
1.89972727928072e+009	-1.52813842424408e+002	-1.11280540902714e+002
1.90016475801679e+009	-1.52756738819196e+002	-1.11300373425190e+002
1.90060233749766e+009	-1.52699584760921e+002	-1.11320242284694e+002
1.90104001774653e+009	-1.52642380154644e+002	-1.11340147581995e+002
1.90147779878661e+009	-1.52585124905165e+002	-1.11360089418234e+002
1.90191568064110e+009	-1.52527818917020e+002	-1.11380067894928e+002
1.90235366333322e+009	-1.52470462094480e+002	-1.11400083113972e+002
1.90279174688620e+009	-1.52413054341551e+002	-1.11420135177638e+002
1.90322993132326e+009	-1.52355595561970e+002	-1.11440224188580e+002
1.90366821666763e+009	-1.52298085659209e+002	-1.11460350249833e+002
1.90410660294254e+009	-1.52240524536469e+002	-1.11480513464816e+002
1.90454509017125e+009	-1.52182912096683e+002	-1.11500713937335e+002
1.90498367837701e+009	-1.52125248242513e+002	-1.11520951771584e+002
1.90542236758305e+009	-1.52067532876348e+002	-1.11541227072143e+002
1.90586115781265e+009	-1.52009765900306e+002	-1.11561539943988e+002
1.90630004908907e+009	-1.51951947216230e+002	-1.11581890492485e+002
1.90673904143557e+009	-1.51894076725687e+002	-1.11602278823395e+002
1.90717813487543e+009	-1.51836154329972e+002	-1.11622705042878e+002
1.90761732943194e+009	-1.51778179930100e+002	-1.11643169257490e+002
1.90805662512837e+009	-1.51720153426808e+002	-1.11663671574189e+002
1.90849602198803e+009	-1.51662074720557e+002	-1.11684212100335e+002
1.90893552003419e+009	-1.51603943711524e+002	-1.11704790943693e+002
1.90937511929018e+009	-1.51545760299609e+002	-1.11725408212433e+002
1.90981481977928e+009	-1.51487524384426e+002	-1.11746064015135e+002
1.91025462152483e+009	-1.51429235865310e+002	-1.11766758460787e+002
1.91069452455013e+009	-1.51370894641308e+002	-1.11787491658790e+002
1.91113452887850e+009	-1.51312500611184e+002	-1.11808263718959e+002
1.91157463453328e+009	-1.51254053673415e+002	-1.11829074751525e+002
1.91201484153781e+009	-1.51195553726190e+002	-1.11849924867136e+002
1.91245514991541e+009	-1.51137000667411e+002	-1.11870814176861e+002
1.91289555968943e+009	-1.51078394394689e+002	-1.11891742792190e+002
1.91333607088323e+009	-1.51019734805346e+002	-1.11912710825038e+002
1.91377668352016e+009	-1.50961021796409e+002	-1.11933718387745e+002
1.91421739762358e+009	-1.50902255264614e+002	-1.11954765593079e+002
1.91465821321685e+009	-1.50843435106405e+002	-1.11975852554238e+002
1.91509913032335e+009	-1.50784561217928e+002	-1.11996979384852e+002
1.91554014896646e+009	-1.50725633495033e+002	-1.12018146198985e+002
1.91598126916956e+009	-1.50666651833275e+002	-1.12039353111138e+002
1.91642249095603e+009	-1.50607616127906e+002	-1.12060600236249e+002
1.91686381434927e+009	-1.50548526273884e+002	-1.12081887689697e+002
1.91730523937267e+009	-1.50489382165861e+002	-1.12103215587304e+002
1.91774676604965e+009	-1.50430183698190e+002	-1.12124584045336e+002
1.91818839440360e+009	-1.50370930764921e+002	-1.12145993180504e+002
1.91863012445795e+009	-1.50311623259798e+002	-1.12167443109971e+002
1.91907195623612e+009	-1.50252261076262e+002	-1.12188933951350e+002
1.91951388976153e+009	-1.50192844107444e+002	-1.12210465822706e+002
1.91995592505760e+009	-1.50133372246170e+002	-1.12232038842560e+002
1.92039806214779e+009	-1.50073845384957e+002	-1.12253653129892e+002
1.92084030105552e+009	-1.50014263416010e+002	-1.12275308804139e+002
1.92128264180425e+009	-1.49954626231224e+002	-1.12297005985203e+002
1.92172508441743e+009	-1.49894933722180e+002	-1.12318744793448e+002
1.92216762891851e+009	-1.49835185780149e+002	-1.12340525349706e+002
1.92261027533097e+009	-1.49775382296082e+002	-1.12362347775277e+002
1.92305302367826e+009	-1.49715523160618e+002	-1.12384212191932e+002
1.92349587398386e+009	-1.49655608264076e+002	-1.12406118721917e+002
1.92393882627126e+009	-1.49595637496457e+002	-1.12428067487950e+002
1.92438188056393e+009	-1.49535610747442e+002	-1.12450058613231e+002
1.92482503688537e+009	-1.49475527906393e+002	-1.12472092221438e+002
1.92526829525908e+009	-1.49415388862346e+002	-1.12494168436733e+002
1.92571165570854e+009	-1.49355193504017e+002	-1.12516287383761e+002
1.92615511825728e+009	-1.49294941719794e+002	-1.12538449187656e+002
1.92659868292880e+009	-1.49234633397741e+002	-1.12560653974042e+002
1.92704234974662e+009	-1.49174268425594e+002	-1.12582901869034e+002
1.92748611873426e+009	-1.49113846690760e+002	-1.12605192999243e+002
1.92792998991525e+009	-1.49053368080316e+002	-1.12627527491775e+002
1.92837396331313e+009	-1.48992832481008e+002	-1.12649905474237e+002
1.92881803895143e+009	-1.48932239779250e+002	-1.12672327074738e+002
1.92926221685369e+009	-1.48871589861121e+002	-1.12694792421890e+002
1.92970649704348e+009	-1.48810882612367e+002	-1.12717301644814e+002
1.93015087954434e+009	-1.48750117918393e+002	-1.12739854873138e+002
1.93059536437983e+009	-1.48689295664272e+002	-1.12762452237005e+002
1.93103995157352e+009	-1.48628415734733e+002	-1.12785093867068e+002
1.93148464114898e+009	-1.48567478014168e+002	-1.12807779894502e+002
1.93192943312979e+009	-1.48506482386625e+002	-1.12830510450997e+002
1.93237432753953e+009	-1.48445428735810e+002	-1.12853285668768e+002
1.93281932440179e+009	-1.48384316945084e+002	-1.12876105680553e+002
1.93326442374016e+009	-1.48323146897462e+002	-1.12898970619620e+002
1.93370962557824e+009	-1.48261918475613e+002	-1.12921880619763e+002
1.93415492993963e+009	-1.48200631561854e+002	-1.12944835815313e+002
1.93460033684795e+009	-1.48139286038157e+002	-1.12967836341131e+002
1.93504584632681e+009	-1.48077881786139e+002	-1.12990882332621e+002
1.93549145839983e+009	-1.48016418687064e+002	-1.13013973925725e+002
1.93593717309063e+009	-1.47954896621845e+002	-1.13037111256928e+002
1.93638299042285e+009	-1.47893315471036e+002	-1.13060294463262e+002
1.93682891042013e+009	-1.47831675114837e+002	-1.13083523682307e+002
1.93727493310610e+009	-1.47769975433086e+002	-1.13106799052196e+002
1.93772105850441e+009	-1.47708216305265e+002	-1.13130120711614e+002
1.93816728663872e+009	-1.47646397610491e+002	-1.13153488799805e+002
1.93861361753268e+009	-1.47584519227522e+002	-1.13176903456572e+002
1.93906005120997e+009	-1.47522581034748e+002	-1.13200364822280e+002
1.93950658769424e+009	-1.47460582910197e+002	-1.13223873037862e+002
1.93995322700918e+009	-1.47398524731527e+002	-1.13247428244816e+002
1.94039996917846e+009	-1.47336406376028e+002	-1.13271030585213e+002
1.94084681422577e+009	-1.47274227720622e+002	-1.13294680201698e+002
1.94129376217480e+009	-1.47211988641857e+002	-1.13318377237494e+002
1.94174081304925e+009	-1.47149689015908e+002	-1.13342121836403e+002
1.94218796687282e+009	-1.47087328718578e+002	-1.13365914142808e+002
1.94263522366922e+009	-1.47024907625291e+002	-1.13389754301682e+002
1.94308258346215e+009	-1.46962425611094e+002	-1.13413642458583e+002
1.94353004627535e+009	-1.46899882550656e+002	-1.13437578759662e+002
1.94397761213253e+009	-1.46837278318265e+002	-1.13461563351667e+002
1.94442528105742e+009	-1.46774612787826e+002	-1.13485596381941e+002
1.94487305307376e+009	-1.46711885832861e+002	-1.13509677998429e+002
1.94532092820529e+009	-1.46649097326506e+002	-1.13533808349680e+002
1.94576890647575e+009	-1.46586247141511e+002	-1.13557987584850e+002
1.94621698790890e+009	-1.46523335150237e+002	-1.13582215853706e+002
1.94666517252849e+009	-1.46460361224655e+002	-1.13606493306627e+002
1.94711346035829e+009	-1.46397325236345e+002	-1.13630820094608e+002
1.94756185142205e+009	-1.46334227056492e+002	-1.13655196369266e+002
1.94801034574357e+009	-1.46271066555888e+002	-1.13679622282840e+002
1.94845894334660e+009	-1.46207843604928e+002	-1.13704097988193e+002
1.94890764425495e+009	-1.46144558073608e+002	-1.13728623638819e+002
1.94935644849239e+009	-1.46081209831527e+002	-1.13753199388845e+002
1.94980535608272e+009	-1.46017798747878e+002	-1.13777825393032e+002
1.95025436704975e+009	-1.45954324691456e+002	-1.13802501806781e+002
1.95070348141728e+009	-1.45890787530649e+002	-1.13827228786137e+002
1.95115269920912e+009	-1.45827187133437e+002	-1.13852006487787e+002
1.95160202044909e+009	-1.45763523367396e+002	-1.13876835069069e+002
1.95205144516101e+009	-1.45699796099689e+002	-1.13901714687975e+002
1.95250097336871e+009	-1.45636005197068e+002	-1.13926645503150e+002
1.95295060509603e+009	-1.45572150525875e+002	-1.13951627673899e+002
1.95340034036679e+009	-1.45508231952032e+002	-1.13976661360190e+002
1.95385017920485e+009	-1.45444249341050e+002	-1.14001746722658e+002
1.95430012163406e+009	-1.45380202558018e+002	-1.14026883922605e+002
1.95475016767827e+009	-1.45316091467607e+002	-1.14052073122009e+002
1.95520031736134e+009	-1.45251915934065e+002	-1.14077314483522e+002
1.95565057070714e+009	-1.45187675821217e+002	-1.14102608170478e+002
1.95610092773954e+009	-1.45123370992463e+002	-1.14127954346892e+002
1.95655138848242e+009	-1.45059001310777e+002	-1.14153353177470e+002
1.95700195295966e+009	-1.44994566638701e+002	-1.14178804827606e+002
1.95745262119515e+009	-1.44930066838351e+002	-1.14204309463390e+002
1.95790339321279e+009	-1.44865501771407e+002	-1.14229867251608e+002
1.95835426903646e+009	-1.44800871299116e+002	-1.14255478359750e+002
1.95880524869009e+009	-1.44736175282290e+002	-1.14281142956010e+002
1.95925633219758e+009	-1.44671413581301e+002	-1.14306861209293e+002
1.95970751958284e+009	-1.44606586056084e+002	-1.14332633289216e+002
1.96015881086980e+009	-1.44541692566131e+002	-1.14358459366112e+002
1.96061020608238e+009	-1.44476732970490e+002	-1.14384339611035e+002
1.96106170524451e+009	-1.44411707127765e+002	-1.14410274195764e+002
1.96151330838014e+009	-1.44346614896112e+002	-1.14436263292805e+002
1.96196501551321e+009	-1.44281456133240e+002	-1.14462307075397e+002
1.96241682666767e+009	-1.44216230696404e+002	-1.14488405717514e+002
1.96286874186746e+009	-1.44150938442409e+002	-1.14514559393872e+002
1.96332076113656e+009	-1.44085579227604e+002	-1.14540768279929e+002
1.96377288449892e+009	-1.44020152907881e+002	-1.14567032551890e+002
1.96422511197853e+009	-1.43954659338675e+002	-1.14593352386713e+002
1.96467744359934e+009	-1.43889098374958e+002	-1.14619727962113e+002
1.96512987938535e+009	-1.43823469871242e+002	-1.14646159456562e+002
1.96558241936055e+009	-1.43757773681573e+002	-1.14672647049297e+002
1.96603506354893e+009	-1.43692009659532e+002	-1.14699190920325e+002
1.96648781197448e+009	-1.43626177658230e+002	-1.14725791250423e+002
1.96694066466121e+009	-1.43560277530309e+002	-1.14752448221143e+002
1.96739362163313e+009	-1.43494309127937e+002	-1.14779162014821e+002
1.96784668291426e+009	-1.43428272302809e+002	-1.14805932814575e+002
1.96829984852862e+009	-1.43362166906143e+002	-1.14832760804313e+002
1.96875311850022e+009	-1.43295992788678e+002	-1.14859646168735e+002
1.96920649285312e+009	-1.43229749800674e+002	-1.14886589093339e+002
1.96965997161133e+009	-1.43163437791906e+002	-1.14913589764426e+002
1.97011355479891e+009	-1.43097056611667e+002	-1.14940648369101e+002
1.97056724243990e+009	-1.43030606108761e+002	-1.14967765095281e+002
1.97102103455837e+009	-1.42964086131504e+002	-1.14994940131697e+002
1.97147493117836e+009	-1.42897496527722e+002	-1.15022173667898e+002
1.97192893232394e+009	-1.42830837144744e+002	-1.15049465894261e+002
1.97238303801918e+009	-1.42764107829410e+002	-1.15076817001986e+002
1.97283724828817e+009	-1.42697308428057e+002	-1.15104227183108e+002
1.97329156315497e+009	-1.42630438786525e+002	-1.15131696630501e+002
1.97374598264369e+009	-1.42563498750152e+002	-1.15159225537878e+002
1.97420050677840e+009	-1.42496488163772e+002	-1.15186814099800e+002
1.97465513558322e+009	-1.42429406871713e+002	-1.15214462511678e+002
1.97510986908224e+009	-1.42362254717794e+002	-1.15242170969780e+002
1.97556470729957e+009	-1.42295031545325e+002	-1.15269939671233e+002
1.97601965025933e+009	-1.42227737197102e+002	-1.15297768814030e+002
1.97647469798564e+009	-1.42160371515407e+002	-1.15325658597034e+002
1.97692985050263e+009	-1.42092934342002e+002	-1.15353609219983e+002
1.97738510783442e+009	-1.42025425518135e+002	-1.15381620883493e+002
1.97784047000515e+009	-1.41957844884526e+002	-1.15409693789067e+002
1.97829593703898e+009	-1.41890192281375e+002	-1.15437828139094e+002
1.97875150896004e+009	-1.41822467548355e+002	-1.15466024136859e+002
1.97920718579248e+009	-1.41754670524609e+002	-1.15494281986546e+002
1.97966296756048e+009	-1.41686801048750e+002	-1.15522601893243e+002
1.98011885428819e+009	-1.41618858958858e+002	-1.15550984062947e+002
1.98057484599979e+009	-1.41550844092477e+002	-1.15579428702570e+002
1.98103094271944e+009	-1.41482756286611e+002	-1.15607936019942e+002
1.98148714447134e+009	-1.41414595377728e+002	-1.15636506223817e+002
1.98194345127967e+009	-1.41346361201748e+002	-1.15665139523881e+002
1.98239986316862e+009	-1.41278053594051e+002	-1.15693836130751e+002
1.98285638016239e+009	-1.41209672389464e+002	-1.15722596255988e+002
1.98331300228519e+009	-1.41141217422268e+002	-1.15751420112095e+002
1.98376972956122e+009	-1.41072688526189e+002	-1.15780307912527e+002
1.98422656201471e+009	-1.41004085534401e+002	-1.15809259871693e+002
1.98468349966986e+009	-1.40935408279517e+002	-1.15838276204967e+002
1.98514054255091e+009	-1.40866656593592e+002	-1.15867357128685e+002
1.98559769068209e+009	-1.40797830308119e+002	-1.15896502860158e+002
1.98605494408764e+009	-1.40728929254025e+002	-1.15925713617673e+002
1.98651230279180e+009	-1.40659953261669e+002	-1.15954989620501e+002
1.98696976681882e+009	-1.40590902160842e+002	-1.15984331088901e+002
1.98742733619295e+009	-1.40521775780761e+002	-1.16013738244126e+002
1.98788501093845e+009	-1.40452573950067e+002	-1.16043211308428e+002
1.98834279107959e+009	-1.40383296496826e+002	-1.16072750505066e+002
1.98880067664064e+009	-1.40313943248521e+002	-1.16102356058310e+002
1.98925866764588e+009	-1.40244514032054e+002	-1.16132028193444e+002
1.98971676411958e+009	-1.40175008673739e+002	-1.16161767136778e+002
1.99017496608604e+009	-1.40105426999305e+002	-1.16191573115649e+002
1.99063327356955e+009	-1.40035768833887e+002	-1.16221446358427e+002
1.99109168659441e+009	-1.39966034002029e+002	-1.16251387094525e+002
1.99155020518492e+009	-1.39896222327677e+002	-1.16281395554401e+002
1.99200882936540e+009	-1.39826333634179e+002	-1.16311471969563e+002
1.99246755916015e+009	-1.39756367744281e+002	-1.16341616572579e+002
1.99292639459350e+009	-1.39686324480125e+002	-1.16371829597081e+002
1.99338533568978e+009	-1.39616203663245e+002	-1.16402111277772e+002
1.99384438247333e+009	-1.39546005114566e+002	-1.16432461850429e+002
1.99430353496846e+009	-1.39475728654399e+002	-1.16462881551914e+002
1.99476279319955e+009	-1.39405374102441e+002	-1.16493370620177e+002
1.99522215719092e+009	-1.39334941277771e+002	-1.16523929294262e+002
1.99568162696694e+009	-1.39264429998845e+002	-1.16554557814316e+002
1.99614120255196e+009	-1.39193840083495e+002	-1.16585256421593e+002
1.99660088397036e+009	-1.39123171348929e+002	-1.16616025358461e+002
1.99706067124650e+009	-1.39052423611723e+002	-1.16646864868409e+002
1.99752056440477e+009	-1.38981596687820e+002	-1.16677775196052e+002
1.99798056346954e+009	-1.38910690392529e+002	-1.16708756587141e+002
1.99844066846521e+009	-1.38839704540520e+002	-1.16739809288566e+002
1.99890087941616e+009	-1.38768638945820e+002	-1.16770933548361e+002
1.99936119634680e+009	-1.38697493421814e+002	-1.16802129615719e+002
1.99982161928154e+009	-1.38626267781239e+002	-1.16833397740989e+002
2.00028214824478e+009	-1.38554961836181e+002	-1.16864738175688e+002
2.00074278326095e+009	-1.38483575398072e+002	-1.16896151172508e+002
2.00120352435446e+009	-1.38412108277691e+002	-1.16927636985321e+002
2.00166437154974e+009	-1.38340560285152e+002	-1.16959195869186e+002
2.00212532487122e+009	-1.38268931229912e+002	-1.16990828080357e+002
2.00258638434335e+009	-1.38197220920760e+002	-1.17022533876289e+002
2.00304754999058e+009	-1.38125429165815e+002	-1.17054313515648e+002
2.00350882183734e+009	-1.38053555772526e+002	-1.17086167258313e+002
2.00397019990810e+009	-1.37981600547667e+002	-1.17118095365386e+002
2.00443168422731e+009	-1.37909563297333e+002	-1.17150098099202e+002
2.00489327481946e+009	-1.37837443826938e+002	-1.17182175723330e+002
2.00535497170900e+009	-1.37765241941213e+002	-1.17214328502586e+002
2.00581677492042e+009	-1.37692957444198e+002	-1.17246556703037e+002
2.00627868447821e+009	-1.37620590139246e+002	-1.17278860592009e+002
2.00674070040684e+009	-1.37548139829012e+002	-1.17311240438096e+002
2.00720282273082e+009	-1.37475606315456e+002	-1.17343696511166e+002
2.00766505147466e+009	-1.37402989399837e+002	-1.17376229082370e+002
2.00812738666284e+009	-1.37330288882710e+002	-1.17408838424148e+002
2.00858982831990e+009	-1.37257504563921e+002	-1.17441524810236e+002
2.00905237647034e+009	-1.37184636242608e+002	-1.17474288515677e+002
2.00951503113870e+009	-1.37111683717192e+002	-1.17507129816826e+002
2.00997779234949e+009	-1.37038646785379e+002	-1.17540048991360e+002
2.01044066012726e+009	-1.36965525244151e+002	-1.17573046318283e+002
2.01090363449654e+009	-1.36892318889770e+002	-1.17606122077936e+002
2.01136671548189e+009	-1.36819027517767e+002	-1.17639276552007e+002
2.01182990310785e+009	-1.36745650922942e+002	-1.17672510023533e+002
2.01229319739898e+009	-1.36672188899362e+002	-1.17705822776914e+002
2.01275659837985e+009	-1.36598641240354e+002	-1.17739215097920e+002
2.01322010607502e+009	-1.36525007738503e+002	-1.17772687273696e+002
2.01368372050908e+009	-1.36451288185651e+002	-1.17806239592775e+002
2.01414744170659e+009	-1.36377482372889e+002	-1.17839872345082e+002
2.01461126969214e+009	-1.36303590090557e+002	-1.17873585821947e+002
2.01507520449034e+009	-1.36229611128236e+002	-1.17907380316108e+002
2.01553924612577e+009	-1.36155545274751e+002	-1.17941256121726e+002
2.01600339462304e+009	-1.36081392318161e+002	-1.17975213534386e+002
2.01646765000675e+009	-1.36007152045758e+002	-1.18009252851114e+002
2.01693201230152e+009	-1.35932824244066e+002	-1.18043374370379e+002
2.01739648153198e+009	-1.35858408698830e+002	-1.18077578392106e+002
2.01786105772274e+009	-1.35783905195021e+002	-1.18111865217682e+002
2.01832574089844e+009	-1.35709313516824e+002	-1.18146235149968e+002
2.01879053108371e+009	-1.35634633447642e+002	-1.18180688493305e+002
2.01925542830320e+009	-1.35559864770084e+002	-1.18215225553524e+002
2.01972043258156e+009	-1.35485007265971e+002	-1.18249846637958e+002
2.02018554394344e+009	-1.35410060716321e+002	-1.18284552055446e+002
2.02065076241349e+009	-1.35335024901354e+002	-1.18319342116345e+002
2.02111608801640e+009	-1.35259899600484e+002	-1.18354217132543e+002
2.02158152077681e+009	-1.35184684592315e+002	-1.18389177417461e+002
2.02204706071942e+009	-1.35109379654640e+002	-1.18424223286068e+002
2.02251270786891e+009	-1.35033984564434e+002	-1.18459355054889e+002
2.02297846224996e+009	-1.34958499097849e+002	-1.18494573042013e+002
2.02344432388727e+009	-1.34882923030215e+002	-1.18529877567106e+002
2.02391029280553e+009	-1.34807256136030e+002	-1.18565268951418e+002
2.02437636902946e+009	-1.34731498188960e+002	-1.18600747517795e+002
2.02484255258376e+009	-1.34655648961835e+002	-1.18636313590686e+002
2.02530884349315e+009	-1.34579708226640e+002	-1.18671967496157e+002
2.02577524178235e+009	-1.34503675754518e+002	-1.18707709561896e+002
2.02624174747609e+009	-1.34427551315760e+002	-1.18743540117228e+002
2.02670836059910e+009	-1.34351334679804e+002	-1.18779459493123e+002
2.02717508117613e+009	-1.34275025615228e+002	-1.18815468022207e+002
2.02764190923191e+009	-1.34198623889749e+002	-1.18851566038770e+002
2.02810884479120e+009	-1.34122129270217e+002	-1.18887753878780e+002
2.02857588787876e+009	-1.34045541522610e+002	-1.18924031879892e+002
2.02904303851934e+009	-1.33968860412031e+002	-1.18960400381458e+002
2.02951029673772e+009	-1.33892085702703e+002	-1.18996859724538e+002
2.02997766255867e+009	-1.33815217157964e+002	-1.19033410251911e+002
2.03044513600697e+009	-1.33738254540266e+002	-1.19070052308086e+002
2.03091271710740e+009	-1.33661197611163e+002	-1.19106786239313e+002
2.03138040588475e+009	-1.33584046131317e+002	-1.19143612393595e+002
2.03184820236382e+009	-1.33506799860482e+002	-1.19180531120694e+002
2.03231610656941e+009	-1.33429458557510e+002	-1.19217542772152e+002
2.03278411852634e+009	-1.33352021980339e+002	-1.19254647701290e+002
2.03325223825940e+009	-1.33274489885993e+002	-1.19291846263232e+002
2.03372046579343e+009	-1.33196862030573e+002	-1.19329138814905e+002
2.03418880115325e+009	-1.33119138169257e+002	-1.19366525715060e+002
2.03465724436369e+009	-1.33041318056292e+002	-1.19404007324275e+002
2.03512579544957e+009	-1.32963401444991e+002	-1.19441584004976e+002
2.03559445443576e+009	-1.32885388087727e+002	-1.19479256121440e+002
2.03606322134709e+009	-1.32807277735931e+002	-1.19517024039814e+002
2.03653209620842e+009	-1.32729070140082e+002	-1.19554888128120e+002
2.03700107904461e+009	-1.32650765049706e+002	-1.19592848756275e+002
2.03747016988051e+009	-1.32572362213373e+002	-1.19630906296096e+002
2.03793936874101e+009	-1.32493861378687e+002	-1.19669061121318e+002
2.03840867565098e+009	-1.32415262292284e+002	-1.19707313607601e+002
2.03887809063530e+009	-1.32336564699826e+002	-1.19745664132548e+002
2.03934761371887e+009	-1.32257768345999e+002	-1.19784113075713e+002
2.03981724492656e+009	-1.32178872974503e+002	-1.19822660818616e+002
2.04028698428329e+009	-1.32099878328051e+002	-1.19861307744754e+002
2.04075683181395e+009	-1.32020784148361e+002	-1.19900054239618e+002
2.04122678754346e+009	-1.31941590176155e+002	-1.19938900690699e+002
2.04169685149674e+009	-1.31862296151148e+002	-1.19977847487510e+002
2.04216702369870e+009	-1.31782901812048e+002	-1.20016895021589e+002
2.04263730417428e+009	-1.31703406896549e+002	-1.20056043686522e+002
2.04310769294841e+009	-1.31623811141323e+002	-1.20095293877949e+002
2.04357819004603e+009	-1.31544114282021e+002	-1.20134645993581e+002
2.04404879549208e+009	-1.31464316053260e+002	-1.20174100433214e+002
